Tag,Class,Text,Link
h4,accordion-header,Indian Space Situational Assessment for the year 2022 – Highlights,
button,accordion-button,Indian Space Situational Assessment for the year 2022 – Highlights,
span,open-blink,,
div,accordion-collapse collapse,Indian Space Situational Assessment for the year 2022 – Highlights,
div,accordion-body,Indian Space Situational Assessment for the year 2022 – Highlights,
div,accordion-item,"ISRO successfully conducts the 
                        Reusable Launch Vehicle Autonomous Landing Mission (RLV LEX)ISRO successfully conducts the 
                            Reusable Launch Vehicle Autonomous Landing Mission (RLV LEX)",
h4,accordion-header,"ISRO successfully conducts the 
                        Reusable Launch Vehicle Autonomous Landing Mission (RLV LEX)",
button,accordion-button,"ISRO successfully conducts the 
                        Reusable Launch Vehicle Autonomous Landing Mission (RLV LEX)",
span,open-blink,,
div,accordion-collapse collapse,"ISRO successfully conducts the 
                            Reusable Launch Vehicle Autonomous Landing Mission (RLV LEX)",
div,accordion-body,"ISRO successfully conducts the 
                            Reusable Launch Vehicle Autonomous Landing Mission (RLV LEX)",
div,accordion-item,ESA Delegation Visits ISRO CentresESA Delegation Visits ISRO Centres,
h4,accordion-header,ESA Delegation Visits ISRO Centres,
button,accordion-button,ESA Delegation Visits ISRO Centres,
span,open-blink,,
div,accordion-collapse collapse,ESA Delegation Visits ISRO Centres,
div,accordion-body,ESA Delegation Visits ISRO Centres,
div,accordion-item,Australia's India-focused International Space Investment grants programme is open nowAustralia's India-focused International Space Investment grants programme is open now,
h4,accordion-header,Australia's India-focused International Space Investment grants programme is open now,
button,accordion-button,Australia's India-focused International Space Investment grants programme is open now,
span,open-blink,,
div,accordion-collapse collapse,Australia's India-focused International Space Investment grants programme is open now,
div,accordion-body,Australia's India-focused International Space Investment grants programme is open now,
div,accordion-item,Global false colour composite mosaic generated from EOS-06 dataGlobal false colour composite mosaic generated from EOS-06 data,
h4,accordion-header,Global false colour composite mosaic generated from EOS-06 data,
button,accordion-button,Global false colour composite mosaic generated from EOS-06 data,
span,open-blink,,
div,accordion-collapse collapse,Global false colour composite mosaic generated from EOS-06 data,
div,accordion-body,Global false colour composite mosaic generated from EOS-06 data,
div,accordion-item,"4th Indian Planetary Science Conference held at PRL, Ahmedabad4thIndian Planetary Science Conference held at PRL, Ahmedabad",
h4,accordion-header,"4th Indian Planetary Science Conference held at PRL, Ahmedabad",
button,accordion-button,"4th Indian Planetary Science Conference held at PRL, Ahmedabad",
span,open-blink,,
div,accordion-collapse collapse,"4thIndian Planetary Science Conference held at PRL, Ahmedabad",
div,accordion-body,"4thIndian Planetary Science Conference held at PRL, Ahmedabad",
div,accordion-item,LVM3 M3/OneWeb India-2 mission accomplished successfullyLVM3 M3/OneWeb India-2 mission accomplished successfully,
h4,accordion-header,LVM3 M3/OneWeb India-2 mission accomplished successfully,
button,accordion-button,LVM3 M3/OneWeb India-2 mission accomplished successfully,
span,open-blink,,
div,accordion-collapse collapse,LVM3 M3/OneWeb India-2 mission accomplished successfully,
div,accordion-body,LVM3 M3/OneWeb India-2 mission accomplished successfully,
div,accordion-item,ISRO receives the crew module structure simulated assemblyISRO receives the crew module structure simulated assembly,
h4,accordion-header,ISRO receives the crew module structure simulated assembly,
button,accordion-button,ISRO receives the crew module structure simulated assembly,
span,open-blink,,
div,accordion-collapse collapse,ISRO receives the crew module structure simulated assembly,
div,accordion-body,ISRO receives the crew module structure simulated assembly,
div,accordion-item,French Parliamentarians visit ISROFrench Parliamentarians visit ISRO,
h4,accordion-header,French Parliamentarians visit ISRO,
button,accordion-button,French Parliamentarians visit ISRO,
span,open-blink,,
div,accordion-collapse collapse,French Parliamentarians visit ISRO,
div,accordion-body,French Parliamentarians visit ISRO,
div,accordion-item,Chandrayaan-3 successfully undergoes Integrated Module Dynamic TestsChandrayaan-3 successfully undergoes Integrated Module Dynamic Tests,
h4,accordion-header,Chandrayaan-3 successfully undergoes Integrated Module Dynamic Tests,
button,accordion-button,Chandrayaan-3 successfully undergoes Integrated Module Dynamic Tests,
span,open-blink,,
div,accordion-collapse collapse,Chandrayaan-3 successfully undergoes Integrated Module Dynamic Tests,
div,accordion-body,Chandrayaan-3 successfully undergoes Integrated Module Dynamic Tests,
div,accordion-item,YUva VIgyani KAryakram (Young Scientist Programme) - 2023 is announcedYUva VIgyani KAryakram (Young Scientist Programme) - 2023 is announced,
h4,accordion-header,YUva VIgyani KAryakram (Young Scientist Programme) - 2023 is announced,
button,accordion-button,YUva VIgyani KAryakram (Young Scientist Programme) - 2023 is announced,
span,open-blink,,
div,accordion-collapse collapse,YUva VIgyani KAryakram (Young Scientist Programme) - 2023 is announced,
div,accordion-body,YUva VIgyani KAryakram (Young Scientist Programme) - 2023 is announced,
div,accordion-item,Inauguration of India – Bhutan SAT ground stationInauguration of India – Bhutan SAT ground station,
h4,accordion-header,Inauguration of India – Bhutan SAT ground station,
button,accordion-button,Inauguration of India – Bhutan SAT ground station,
span,open-blink,,
div,accordion-collapse collapse,Inauguration of India – Bhutan SAT ground station,
div,accordion-body,Inauguration of India – Bhutan SAT ground station,
div,accordion-item,"CEO, Saudi Space Commission met Chairman ISRO/ Secretary DOSCEO, Saudi Space Commission met Chairman ISRO/ Secretary DOS",
h4,accordion-header,"CEO, Saudi Space Commission met Chairman ISRO/ Secretary DOS",
button,accordion-button,"CEO, Saudi Space Commission met Chairman ISRO/ Secretary DOS",
span,open-blink,,
div,accordion-collapse collapse,"CEO, Saudi Space Commission met Chairman ISRO/ Secretary DOS",
div,accordion-body,"CEO, Saudi Space Commission met Chairman ISRO/ Secretary DOS",
div,accordion-item,NISAR (NASA – ISRO Synthetic Aperture Radar) Satellite UpdateNISAR (NASA – ISRO Synthetic Aperture Radar) Satellite Update,
h4,accordion-header,NISAR (NASA – ISRO Synthetic Aperture Radar) Satellite Update,
button,accordion-button,NISAR (NASA – ISRO Synthetic Aperture Radar) Satellite Update,
span,open-blink,,
div,accordion-collapse collapse,NISAR (NASA – ISRO Synthetic Aperture Radar) Satellite Update,
div,accordion-body,NISAR (NASA – ISRO Synthetic Aperture Radar) Satellite Update,
div,accordion-item,Megha-Tropiques-1 (MT1) Controlled Re-entry Successful and impacted on the Pacific OceanMegha-Tropiques-1 (MT1) Controlled Re-entry Successful and impacted on the Pacific Ocean,
h4,accordion-header,Megha-Tropiques-1 (MT1) Controlled Re-entry Successful and impacted on the Pacific Ocean,
button,accordion-button,Megha-Tropiques-1 (MT1) Controlled Re-entry Successful and impacted on the Pacific Ocean,
span,open-blink,,
div,accordion-collapse collapse,Megha-Tropiques-1 (MT1) Controlled Re-entry Successful and impacted on the Pacific Ocean,
div,accordion-body,Megha-Tropiques-1 (MT1) Controlled Re-entry Successful and impacted on the Pacific Ocean,
div,accordion-item,ISRO conducts Rail Track Rocket Sled deployment tests of the Gaganyaan Pilot and Apex Cover Separation parachutesISRO conducts Rail Track Rocket Sled deployment tests of the Gaganyaan Pilot and Apex Cover Separation parachutes,
h4,accordion-header,ISRO conducts Rail Track Rocket Sled deployment tests of the Gaganyaan Pilot and Apex Cover Separation parachutes,
button,accordion-button,ISRO conducts Rail Track Rocket Sled deployment tests of the Gaganyaan Pilot and Apex Cover Separation parachutes,
span,open-blink,,
div,accordion-collapse collapse,ISRO conducts Rail Track Rocket Sled deployment tests of the Gaganyaan Pilot and Apex Cover Separation parachutes,
div,accordion-body,ISRO conducts Rail Track Rocket Sled deployment tests of the Gaganyaan Pilot and Apex Cover Separation parachutes,
div,accordion-item,Controlled Re-entry Experiment of Megha-Tropiques-1Controlled Re-entry Experiment of Megha-Tropiques-1,
h4,accordion-header,Controlled Re-entry Experiment of Megha-Tropiques-1,
button,accordion-button,Controlled Re-entry Experiment of Megha-Tropiques-1,
span,open-blink,,
div,accordion-collapse collapse,Controlled Re-entry Experiment of Megha-Tropiques-1,
div,accordion-body,Controlled Re-entry Experiment of Megha-Tropiques-1,
div,accordion-item,SARAL completes a decade of service and continuing ……SARAL completes a decade of service and continuing ……,
h4,accordion-header,SARAL completes a decade of service and continuing ……,
button,accordion-button,SARAL completes a decade of service and continuing ……,
span,open-blink,,
div,accordion-collapse collapse collapse,SARAL completes a decade of service and continuing ……,
div,accordion-body,SARAL completes a decade of service and continuing ……,
div,accordion-item,"Inauguration of Two-day National Conference on New Developments in Polymeric Materials, DPM 2023Inauguration of Two-day National Conference on New Developments in Polymeric Materials, DPM 2023",
h4,accordion-header,"Inauguration of Two-day National Conference on New Developments in Polymeric Materials, DPM 2023",
button,accordion-button,"Inauguration of Two-day National Conference on New Developments in Polymeric Materials, DPM 2023",
span,open-blink,,
div,accordion-collapse collapse collapse,"Inauguration of Two-day National Conference on New Developments in Polymeric Materials, DPM 2023",
div,accordion-body,"Inauguration of Two-day National Conference on New Developments in Polymeric Materials, DPM 2023",
div,accordion-item,A Comprehensive 3D Thermophysical Model for the MoonA Comprehensive 3D Thermophysical Model for the Moon,
h4,accordion-header,A Comprehensive 3D Thermophysical Model for the Moon,
button,accordion-button,A Comprehensive 3D Thermophysical Model for the Moon,
span,open-blink,,
div,accordion-collapse collapse,A Comprehensive 3D Thermophysical Model for the Moon,
div,accordion-body,A Comprehensive 3D Thermophysical Model for the Moon,
div,accordion-item,Successful Flight Acceptance Hot Test of CE-20 Cryogenic Engine for LVM3-M4/Chandrayaan-3 MissionSuccessful Flight Acceptance Hot Test of CE-20 Cryogenic Engine for LVM3-M4/Chandrayaan-3 Mission,
h4,accordion-header,Successful Flight Acceptance Hot Test of CE-20 Cryogenic Engine for LVM3-M4/Chandrayaan-3 Mission,
button,accordion-button,Successful Flight Acceptance Hot Test of CE-20 Cryogenic Engine for LVM3-M4/Chandrayaan-3 Mission,
span,open-blink,,
div,accordion-collapse collapse,Successful Flight Acceptance Hot Test of CE-20 Cryogenic Engine for LVM3-M4/Chandrayaan-3 Mission,
div,accordion-body,Successful Flight Acceptance Hot Test of CE-20 Cryogenic Engine for LVM3-M4/Chandrayaan-3 Mission,
div,accordion-item,"Handing over of Simulated Crew Module Structure Assembly for Test Vehicle
                            MissionHanding over of Simulated Crew Module Structure
                                Assembly for Test Vehicle Mission",
h4,accordion-header,"Handing over of Simulated Crew Module Structure Assembly for Test Vehicle
                            Mission",
button,accordion-button,"Handing over of Simulated Crew Module Structure Assembly for Test Vehicle
                            Mission",
span,open-blink,,
div,accordion-collapse collapse,"Handing over of Simulated Crew Module Structure
                                Assembly for Test Vehicle Mission",
div,accordion-body,"Handing over of Simulated Crew Module Structure
                                Assembly for Test Vehicle Mission",
div,accordion-item,"Ambassador of Argentina to India met Chairman, ISRO/ Secretary, DOSAmbassador of Argentina to India met Chairman, ISRO/ Secretary, DOS",
h4,accordion-header,"Ambassador of Argentina to India met Chairman, ISRO/ Secretary, DOS",
button,accordion-button,"Ambassador of Argentina to India met Chairman, ISRO/ Secretary, DOS",
span,open-blink,,
div,accordion-collapse collapse,"Ambassador of Argentina to India met Chairman, ISRO/ Secretary, DOS",
div,accordion-body,"Ambassador of Argentina to India met Chairman, ISRO/ Secretary, DOS",
div,accordion-item,Announcement of Opportunity (AO Cycle 13) soliciting proposals for AstroSat observatory timeAnnouncement of Opportunity (AO Cycle 13) soliciting proposals for AstroSat observatory time,
h4,accordion-header,Announcement of Opportunity (AO Cycle 13) soliciting proposals for AstroSat observatory time,
button,accordion-button,Announcement of Opportunity (AO Cycle 13) soliciting proposals for AstroSat observatory time,
span,open-blink,,
div,accordion-collapse collapse,Announcement of Opportunity (AO Cycle 13) soliciting proposals for AstroSat observatory time,
div,accordion-body,Announcement of Opportunity (AO Cycle 13) soliciting proposals for AstroSat observatory time,
div,accordion-item,Chandrayaan-3 undergoes EMI/EMC test successfullyChandrayaan-3 undergoes EMI/EMC test successfully,
h4,accordion-header,Chandrayaan-3 undergoes EMI/EMC test successfully,
button,accordion-button,Chandrayaan-3 undergoes EMI/EMC test successfully,
span,open-blink,,
div,accordion-collapse collapse,Chandrayaan-3 undergoes EMI/EMC test successfully,
div,accordion-body,Chandrayaan-3 undergoes EMI/EMC test successfully,
div,accordion-item,Chief of Defence Staff visit to ISRO HqChief of Defence Staff visit to ISRO Hq.,
h4,accordion-header,Chief of Defence Staff visit to ISRO Hq,
button,accordion-button,Chief of Defence Staff visit to ISRO Hq,
span,open-blink,,
div,accordion-collapse collapse,Chief of Defence Staff visit to ISRO Hq.,
div,accordion-body,Chief of Defence Staff visit to ISRO Hq.,
div,accordion-item,ISRO Quality Practices Paving the way to Reduced Mortality Rates in Hospitals Across the CountryISRO Quality Practices Paving the way to Reduced Mortality Rates in Hospitals Across the Country,
h4,accordion-header,ISRO Quality Practices Paving the way to Reduced Mortality Rates in Hospitals Across the Country,
button,accordion-button,ISRO Quality Practices Paving the way to Reduced Mortality Rates in Hospitals Across the Country,
span,open-blink,,
div,accordion-collapse collapse,ISRO Quality Practices Paving the way to Reduced Mortality Rates in Hospitals Across the Country,
div,accordion-body,ISRO Quality Practices Paving the way to Reduced Mortality Rates in Hospitals Across the Country,
div,accordion-item,Group of lunar meteorites suggest a new scenario for the origin of lunar basaltsGroup of lunar meteorites suggest a new scenario for the origin of lunar basalts,
h4,accordion-header,Group of lunar meteorites suggest a new scenario for the origin of lunar basalts,
button,accordion-button,Group of lunar meteorites suggest a new scenario for the origin of lunar basalts,
span,open-blink,,
div,accordion-collapse collapse,Group of lunar meteorites suggest a new scenario for the origin of lunar basalts,
div,accordion-body,Group of lunar meteorites suggest a new scenario for the origin of lunar basalts,
div,accordion-item,"US CDA Ambassador met Chairman, ISRO/ Secretary, DOSUS CDA Ambassador met Chairman, ISRO/ Secretary, DOS",
h4,accordion-header,"US CDA Ambassador met Chairman, ISRO/ Secretary, DOS",
button,accordion-button,"US CDA Ambassador met Chairman, ISRO/ Secretary, DOS",
span,open-blink,,
div,accordion-collapse collapse,"US CDA Ambassador met Chairman, ISRO/ Secretary, DOS",
div,accordion-body,"US CDA Ambassador met Chairman, ISRO/ Secretary, DOS",
div,accordion-item,"ISRO participation at India Pavilion, AeroIndia-2023ISRO participation at India Pavilion, AeroIndia-2023",
h4,accordion-header,"ISRO participation at India Pavilion, AeroIndia-2023",
button,accordion-button,"ISRO participation at India Pavilion, AeroIndia-2023",
span,open-blink,,
div,accordion-collapse collapse,"ISRO participation at India Pavilion, AeroIndia-2023",
div,accordion-body,"ISRO participation at India Pavilion, AeroIndia-2023",
div,accordion-item,Commencement of Recovery trials for the Gaganyaan MissionCommencement of Recovery trials for the Gaganyaan Mission,
h4,accordion-header,Commencement of Recovery trials for the Gaganyaan Mission,
button,accordion-button,Commencement of Recovery trials for the Gaganyaan Mission,
span,open-blink,,
div,accordion-collapse collapse,Commencement of Recovery trials for the Gaganyaan Mission,
div,accordion-body,Commencement of Recovery trials for the Gaganyaan Mission,
div,accordion-item,Successful test of Throttleable Vikas Engine for 67% Thrust levelSuccessful test of Throttleable Vikas Engine for 67% Thrust level,
h4,accordion-header,Successful test of Throttleable Vikas Engine for 67% Thrust level,
button,accordion-button,Successful test of Throttleable Vikas Engine for 67% Thrust level,
span,open-blink,,
div,accordion-collapse collapse,Successful test of Throttleable Vikas Engine for 67% Thrust level,
div,accordion-body,Successful test of Throttleable Vikas Engine for 67% Thrust level,
div,accordion-item,SSLV-D2/EOS-07 MissionSecond Developmental Flight of SSLV,
h4,accordion-header,SSLV-D2/EOS-07 Mission,
button,accordion-button,SSLV-D2/EOS-07 Mission,
span,open-blink,,
div,accordion-collapse collapse,Second Developmental Flight of SSLV,
div,accordion-body,Second Developmental Flight of SSLV,
div,accordion-item,"IIA hands over VELC payload to ISROIIA hands over VELC payload
                      to ISRO",
h4,accordion-header,IIA hands over VELC payload to ISRO,
button,accordion-button,IIA hands over VELC payload to ISRO,
span,open-blink,,
div,accordion-collapse collapse,"IIA hands over VELC payload
                      to ISRO",
div,accordion-body,"IIA hands over VELC payload
                      to ISRO",
div,accordion-item,"Rozgar Mela: 330+ Appointment Orders issued till December 2022Rozgar Mela:
                      330+ Appointment Orders issued till December 2022",
h4,accordion-header,Rozgar Mela: 330+ Appointment Orders issued till December 2022,
button,accordion-button,Rozgar Mela: 330+ Appointment Orders issued till December 2022,
span,open-blink,,
div,accordion-collapse collapse,"Rozgar Mela:
                      330+ Appointment Orders issued till December 2022",
div,accordion-body,"Rozgar Mela:
                      330+ Appointment Orders issued till December 2022",
div,accordion-item,"Ambassador of Costa Rica to India met Chairman, ISRO/ Secretary, DOSAmbassador of Costa Rica to India met
                      Chairman, ISRO/ Secretary, DOS",
h4,accordion-header,"Ambassador of Costa Rica to India met Chairman, ISRO/ Secretary, DOS",
button,accordion-button,"Ambassador of Costa Rica to India met Chairman, ISRO/ Secretary, DOS",
span,open-blink,,
div,accordion-collapse collapse,"Ambassador of Costa Rica to India met
                      Chairman, ISRO/ Secretary, DOS",
div,accordion-body,"Ambassador of Costa Rica to India met
                      Chairman, ISRO/ Secretary, DOS",
div,accordion-item,"Meeting of Space Agency Chiefs of India and MexicoMeeting of Space Agency Chiefs
                      of India and Mexico",
h4,accordion-header,Meeting of Space Agency Chiefs of India and Mexico,
button,accordion-button,Meeting of Space Agency Chiefs of India and Mexico,
span,open-blink,,
div,accordion-collapse collapse,"Meeting of Space Agency Chiefs
                      of India and Mexico",
div,accordion-body,"Meeting of Space Agency Chiefs
                      of India and Mexico",
div,accordion-item,"Successful CE-20 Engine Hot TestSuccessful CE-20 Engine Hot Test with 20t off-nominal & 22.2t vacuum
                      thrust",
h4,accordion-header,Successful CE-20 Engine Hot Test,
button,accordion-button,Successful CE-20 Engine Hot Test,
span,open-blink,,
div,accordion-collapse collapse,"Successful CE-20 Engine Hot Test with 20t off-nominal & 22.2t vacuum
                      thrust",
div,accordion-body,"Successful CE-20 Engine Hot Test with 20t off-nominal & 22.2t vacuum
                      thrust",
div,accordion-item,"Completion of third batch of UNNATI programme at URSC, ISROCompletion of third batch of UNNATI
                      programme at URSC, ISRO",
h4,accordion-header,"Completion of third batch of UNNATI programme at URSC, ISRO",
button,accordion-button,"Completion of third batch of UNNATI programme at URSC, ISRO",
span,open-blink,,
div,accordion-collapse collapse,"Completion of third batch of UNNATI
                      programme at URSC, ISRO",
div,accordion-body,"Completion of third batch of UNNATI
                      programme at URSC, ISRO",
div,accordion-item,"First blow down test of Trisonic Wind Tunnel at VSSCFirst blow down test of Trisonic Wind
                      Tunnel at VSSC",
h4,accordion-header,First blow down test of Trisonic Wind Tunnel at VSSC,
button,accordion-button,First blow down test of Trisonic Wind Tunnel at VSSC,
span,open-blink,,
div,accordion-collapse collapse,"First blow down test of Trisonic Wind
                      Tunnel at VSSC",
div,accordion-body,"First blow down test of Trisonic Wind
                      Tunnel at VSSC",
div,accordion-item,"EOS-06 images Cyclone Mandous and detects Algal BloomEOS-06 images Cyclone
                      Mandous and detects Algal Bloom",
h4,accordion-header,EOS-06 images Cyclone Mandous and detects Algal Bloom,
button,accordion-button,EOS-06 images Cyclone Mandous and detects Algal Bloom,
span,open-blink,,
div,accordion-collapse collapse,"EOS-06 images Cyclone
                      Mandous and detects Algal Bloom",
div,accordion-body,"EOS-06 images Cyclone
                      Mandous and detects Algal Bloom",
div,accordion-item,"Rocket motor Produced by Industry Successfully testedRocket motor Produced by Industry
                      Successfully tested",
h4,accordion-header,Rocket motor Produced by Industry Successfully tested,
button,accordion-button,Rocket motor Produced by Industry Successfully tested,
span,open-blink,,
div,accordion-collapse collapse,"Rocket motor Produced by Industry
                      Successfully tested",
div,accordion-body,"Rocket motor Produced by Industry
                      Successfully tested",
div,accordion-item,"ISRO and Social Alpha join hands to establish SpaceTech Innovation Platform- SpINISRO and Social Alpha join hands to
                      establish SpaceTech Innovation Platform- SpIN: Focussed on Lab to Market Transition and Venture
                      Development in Space Industry",
h4,accordion-header,ISRO and Social Alpha join hands to establish SpaceTech Innovation Platform- SpIN,
button,accordion-button,ISRO and Social Alpha join hands to establish SpaceTech Innovation Platform- SpIN,
span,open-blink,,
div,accordion-collapse collapse,"ISRO and Social Alpha join hands to
                      establish SpaceTech Innovation Platform- SpIN: Focussed on Lab to Market Transition and Venture
                      Development in Space Industry",
div,accordion-body,"ISRO and Social Alpha join hands to
                      establish SpaceTech Innovation Platform- SpIN: Focussed on Lab to Market Transition and Venture
                      Development in Space Industry",
div,accordion-item,"Ambassador of Czech Republic to India met Chairman, ISRO/ Secretary, DOSAmbassador of Czech Republic to
                      India met Chairman, ISRO/ Secretary, DOS",
h4,accordion-header,"Ambassador of Czech Republic to India met Chairman, ISRO/ Secretary, DOS",
button,accordion-button,"Ambassador of Czech Republic to India met Chairman, ISRO/ Secretary, DOS",
span,open-blink,,
div,accordion-collapse collapse,"Ambassador of Czech Republic to
                      India met Chairman, ISRO/ Secretary, DOS",
div,accordion-body,"Ambassador of Czech Republic to
                      India met Chairman, ISRO/ Secretary, DOS",
div,accordion-item,"Meeting of Chairman, ISRO/Secretary DOS and Bhutan MinisterMeeting of Chairman,
                      ISRO/Secretary DOS and Bhutan Minister",
h4,accordion-header,"Meeting of Chairman, ISRO/Secretary DOS and Bhutan Minister",
button,accordion-button,"Meeting of Chairman, ISRO/Secretary DOS and Bhutan Minister",
span,open-blink,,
div,accordion-collapse collapse,"Meeting of Chairman,
                      ISRO/Secretary DOS and Bhutan Minister",
div,accordion-body,"Meeting of Chairman,
                      ISRO/Secretary DOS and Bhutan Minister",
div,accordion-item,"First private launchpad & mission control center established in ISRO campus at SDSC, SHARFirst private launchpad &
                      mission control center established in ISRO campus at SDSC, SHAR",
h4,accordion-header,"First private launchpad & mission control center established in ISRO campus at SDSC, SHAR",
button,accordion-button,"First private launchpad & mission control center established in ISRO campus at SDSC, SHAR",
span,open-blink,,
div,accordion-collapse collapse,"First private launchpad &
                      mission control center established in ISRO campus at SDSC, SHAR",
div,accordion-body,"First private launchpad &
                      mission control center established in ISRO campus at SDSC, SHAR",
div,accordion-item,"Honourable former President Shri Ram Nath Kovind witnesses the 200th successive successful launch of
                    RH200 - the workhorse sounding rocket of ISROHonourable former President Shri
                      Ram Nath Kovind witnesses the 200thsuccessive successful launch of RH200 - the
                      workhorse sounding rocket of ISRO",
h4,accordion-header,"Honourable former President Shri Ram Nath Kovind witnesses the 200th successive successful launch of
                    RH200 - the workhorse sounding rocket of ISRO",
button,accordion-button,"Honourable former President Shri Ram Nath Kovind witnesses the 200th successive successful launch of
                    RH200 - the workhorse sounding rocket of ISRO",
span,open-blink,,
div,accordion-collapse collapse,"Honourable former President Shri
                      Ram Nath Kovind witnesses the 200thsuccessive successful launch of RH200 - the
                      workhorse sounding rocket of ISRO",
div,accordion-body,"Honourable former President Shri
                      Ram Nath Kovind witnesses the 200thsuccessive successful launch of RH200 - the
                      workhorse sounding rocket of ISRO",
div,accordion-item,"ISRO Completes Major Development Test of its Gaganyaan Parachute SystemISRO Completes Major
                      Development Test of its Gaganyaan Parachute System",
h4,accordion-header,ISRO Completes Major Development Test of its Gaganyaan Parachute System,
button,accordion-button,ISRO Completes Major Development Test of its Gaganyaan Parachute System,
span,open-blink,,
div,accordion-collapse collapse,"ISRO Completes Major
                      Development Test of its Gaganyaan Parachute System",
div,accordion-body,"ISRO Completes Major
                      Development Test of its Gaganyaan Parachute System",
div,accordion-item,"Successful Launch of Mission PrarambhVIKRAM-S PRARAMBH Skyroot Mission Launch
                      successfully completed",
h4,accordion-header,Successful Launch of Mission Prarambh,
button,accordion-button,Successful Launch of Mission Prarambh,
span,open-blink,,
div,accordion-collapse collapse,"VIKRAM-S PRARAMBH Skyroot Mission Launch
                      successfully completed",
div,accordion-body,"VIKRAM-S PRARAMBH Skyroot Mission Launch
                      successfully completed",
div,accordion-item,"Chairman, ISRO inaugurated the new office of M/s Bellatrix AerospaceChairman, ISRO inaugurated the new office of M/s Bellatrix Aerospace",
h4,accordion-header,"Chairman, ISRO inaugurated the new office of M/s Bellatrix Aerospace",
button,accordion-button,"Chairman, ISRO inaugurated the new office of M/s Bellatrix Aerospace",
span,open-blink,,
div,accordion-collapse collapse,"Chairman, ISRO inaugurated the new office of M/s Bellatrix Aerospace",
div,accordion-body,"Chairman, ISRO inaugurated the new office of M/s Bellatrix Aerospace",
div,accordion-item,"ISRO delivered Flight Termination System (FTS) packages to AgnikulISRO delivered Flight Termination
                      System (FTS) packages to Agnikul",
h4,accordion-header,ISRO delivered Flight Termination System (FTS) packages to Agnikul,
button,accordion-button,ISRO delivered Flight Termination System (FTS) packages to Agnikul,
span,open-blink,,
div,accordion-collapse collapse,"ISRO delivered Flight Termination
                      System (FTS) packages to Agnikul",
div,accordion-body,"ISRO delivered Flight Termination
                      System (FTS) packages to Agnikul",
div,accordion-item,"Successful CE20 uprated Engine Hot Test with 21.8 T vacuum thrustSuccessful CE20 uprated
                      Engine Hot Test with 21.8 T vacuum thrust",
h4,accordion-header,Successful CE20 uprated Engine Hot Test with 21.8 T vacuum thrust,
button,accordion-button,Successful CE20 uprated Engine Hot Test with 21.8 T vacuum thrust,
span,open-blink,,
div,accordion-collapse collapse,"Successful CE20 uprated
                      Engine Hot Test with 21.8 T vacuum thrust",
div,accordion-body,"Successful CE20 uprated
                      Engine Hot Test with 21.8 T vacuum thrust",
div,accordion-item,"ISRO facilitates the hot testing of an engine developed by an Indian space startup.ISRO facilitates the hot testing of an
                      engine developed by an Indian space startup",
h4,accordion-header,ISRO facilitates the hot testing of an engine developed by an Indian space startup.,
button,accordion-button,ISRO facilitates the hot testing of an engine developed by an Indian space startup.,
span,open-blink,,
div,accordion-collapse collapse,"ISRO facilitates the hot testing of an
                      engine developed by an Indian space startup",
div,accordion-body,"ISRO facilitates the hot testing of an
                      engine developed by an Indian space startup",
div,accordion-item,"Atmospheric Re-entry of RISAT-2Atmospheric Re-entry of
                      RISAT-2",
h4,accordion-header,Atmospheric Re-entry of RISAT-2,
button,accordion-button,Atmospheric Re-entry of RISAT-2,
span,open-blink,,
div,accordion-collapse collapse,"Atmospheric Re-entry of
                      RISAT-2",
div,accordion-body,"Atmospheric Re-entry of
                      RISAT-2",
div,accordion-item,"CE20 Cryogenic Engine for the next mission of LVM3 tested for acceptanceCE20 Cryogenic Engine for the next
                      mission of LVM3 tested for acceptance",
h4,accordion-header,CE20 Cryogenic Engine for the next mission of LVM3 tested for acceptance,
button,accordion-button,CE20 Cryogenic Engine for the next mission of LVM3 tested for acceptance,
span,open-blink,,
div,accordion-collapse collapse,"CE20 Cryogenic Engine for the next
                      mission of LVM3 tested for acceptance",
div,accordion-body,"CE20 Cryogenic Engine for the next
                      mission of LVM3 tested for acceptance",
div,accordion-item,"LVM3 M2 / OneWeb India-1 Mission successfulLVM3 M2 / OneWeb India-1 Mission is
                      completed successfully.",
h4,accordion-header,LVM3 M2 / OneWeb India-1 Mission successful,
button,accordion-button,LVM3 M2 / OneWeb India-1 Mission successful,
span,open-blink,,
div,accordion-collapse collapse,"LVM3 M2 / OneWeb India-1 Mission is
                      completed successfully.",
div,accordion-body,"LVM3 M2 / OneWeb India-1 Mission is
                      completed successfully.",
div,accordion-item,"Dr. Sankarasubramanian K., ISRO, has been designated as the Principal Scientist of the Aditya-L1
                    mission.Dr. Sankarasubramanian K.,
                      ISRO, has been designated as the Principal Scientist of the Aditya-L1 mission.",
h4,accordion-header,"Dr. Sankarasubramanian K., ISRO, has been designated as the Principal Scientist of the Aditya-L1
                    mission.",
button,accordion-button,"Dr. Sankarasubramanian K., ISRO, has been designated as the Principal Scientist of the Aditya-L1
                    mission.",
span,open-blink,,
div,accordion-collapse collapse,"Dr. Sankarasubramanian K.,
                      ISRO, has been designated as the Principal Scientist of the Aditya-L1 mission.",
div,accordion-body,"Dr. Sankarasubramanian K.,
                      ISRO, has been designated as the Principal Scientist of the Aditya-L1 mission.",
div,accordion-item,"Two days conference on ""Celebrating Seven Years of AstroSat""Two days conference on
                      ""Celebrating Seven Years of AstroSat""",
